"1kSurvey_LevelReached","Nivå 1 000 är äntligen här!

Tack vare dig och andra magiska juvelerare runtom i världen har vi skapat den här fantastiska nivån.

Jag är säker på att du kommer älska den!"
"1kSurvey_Presentation","Woohoo! Det har gått ett tag sen du påbörjade den här underbara resan.

Du har säkert några bra idéer om hur nivå 1 000 borde se ut!"
"1kSurvey_PresentationOptOut","Nej tack"
"1kSurvey_Q1","Härligt, då sätter vi igång! Vilket spelläge gillar du mest?"
"1kSurvey_Q1A1","Nå linjen"
"1kSurvey_Q1A2","Dockor"
"1kSurvey_Q1A3","Smyckeskrin"
"1kSurvey_Q2A1","Fåglar"
"1kSurvey_Q2A2","Explosioner"
"1kSurvey_Q2A3","Färgexplosion"
"1kSurvey_Q2T1T2T3","Intressant! Och vilket hjälpmedel tycker du är mest användbart för att klara en nivå?"
"1kSurvey_Q3A1","Korta"
"1kSurvey_Q3A2","Långa"
"1kSurvey_Q3A3","Båda"
"1kSurvey_Q3T1","Jag gillar också fåglarna! Föredrar du korta nivåer eller långa?"
"1kSurvey_Q3T2","Färgsprakande explosioner! Föredrar du korta nivåer eller långa?"
"1kSurvey_Q3T3","Säg hej då till den där färgen! Föredrar du korta nivåer eller långa?"
"1kSurvey_Q4A1","Att skapa boosters"
"1kSurvey_Q4A2","Att ta bort blockerare"
"1kSurvey_Q4A3","Att samla diamanter"
"1kSurvey_Q4T1T2T3","Samma här! Vad gillar du mest med att spela de här nivåerna?"
"1kSurvey_Q5A1","Band"
"1kSurvey_Q5A2","Blommor"
"1kSurvey_Q5A3","Broscher"
"1kSurvey_Q5T1T2T3","Strategiskt tänkande! Hindren gör det nivåerna svårare – vilket tycker du är det allra svåraste hindret?"
"1kSurvey_Q6A1","Parfym"
"1kSurvey_Q6A2","Gravitation"
"1kSurvey_Q6A3","Lås och nyckel"
"1kSurvey_Q6T1T2T3","Klurigt! Vilket spelelement tycker du är roligast?"
"1kSurvey_Thanks","Fantastiskt! Tack för hjälpen! 

Nivå 1 000 kommer att bli fantastisk tack vare alla åsikter som vi har fått från dig och de andra juvelerarna. 

Fortsätt spela, du är nästan framme!"
"3_moves_reminder","3 drag kvar!"
"5_moves_reminder","5 drag kvar!"
"Bernadetta_bottles_intro","Öppna flaskorna och se vad som händer!"
"Bernadetta_bottles_outro","Öppna alla flaskor!"
"Bernadetta_box_intro","Diamanter är gömda inuti smyckeskrinen!"
"Bernadetta_box_outro","Öppna alla smyckeskrin!"
"Bernadetta_diamond_intro","Klockan tickar. Nu sätter vi igång att samla in diamanter!"
"Bernadetta_diamond_outro","Snyggt jobbat!"
"Bernadetta_doll_intro","Diamanter är gömda inuti dockorna!"
"Bernadetta_doll_outro","Hitta alla!"
"Bernadetta_hybrid_intro","Samla in alla diamanter!"
"Bernadetta_hybrid_outro","Du har samlat in alla!"
"Block.Signin_button","Logga in"
"Block_Body","Logga in för att börja spela"
"Block_celebratory_message","Du är inloggad!"
"Block_connectingserver","Ansluter"
"Block_welcome","Välkommen!"
"Cheering_text_blast_created","Explosion skapad!"
"Cheering_text_color_blast_created","Färgexplosion skapad!"
"Cheering_text_cross_created","Korsexplosion skapad!"
"Cheering_text_cross_ray_created","Korsstråle skapad!"
"Cheering_text_ray_created","Stråle skapad"
"Cheering_text_star_created","Stjärnexplosion skapad!"
"Cross_hammer_compensation","Vi har tyvärr tagit bort korsexplosionshammaren!

Om du har köpt några så omvandlas de till guld och sätts in på konto."
"DDS.IGP.Sunset.Canvas.Body","Från och med 2022-03-31 kommer det inte längre gå att spela det här spelet på Facebook, men du kan fortfarande spela mobilversionen på Android och iOS."
"DiDS.IGP.Sunset.Canvas.Download","Ladda ned GRATIS nu"
"DiDS.IGP.Sunset.Canvas.QRCode","Skanna QR-koden med din mobiltelefon för att ladda ned spelet gratis."
"Hint_Bottles_mode","Länka flaskorna!"
"Hint_Box_mode","Länka smyckeskrinet!"
"Hint_Diamond_mode","Länka under diamanten!"
"Hint_Dolls_mode","Länka dockorna!"
"Level","nivå {0}"
"NEW_KEY_1","Consent for Providing Personal Data to Third Parties 

Please see here for further information: www.king.com/ko/TTP-information"
"NEW_KEY_2","Consent for Overseas Transfer of Personal Data 

Please see here for further information: www.king.com/ko/TTP-information"
"PP_Title","Privacy Policy"
"PP_whole_text","Consent for the collection/use of personal data
Purposes of collection/use: (i) for the provision of services, managing your account and relationship with us, the handling of customer complaint, contacting you, identifying you and your device, provision of customized services, service improvements, promotion of our services, preventing cheating, crime and fraud and as otherwise set out in our Privacy Policy or required by law; and (ii), where you have chosen to allow it interacting with third party social networks and platforms, sending you push notifications and making use of your device’s advertising identifier.

^- Items of personal data collected/used: (i) age, gender, location (country), access time/date, information about the kind of device you use, IP address, information on your use of our services, information you provide us with when you fill in forms when using our services, content of communications between you and King, information automatically collected via cookie/local Storage/session Storage etc.; and (ii) where you have chosen to allow it, a) information shared with us by third party social networks and platforms e.g. your name and ID on that network/platform, your email address, your contact list and profile picture (b) information about your gameplay and use of our games; and (c) your device’s ad identifier.

^- Data retention/use period:  Your personal information will be destroyed without delay
once the purposes for which it was collected/used are fulfilled
unless otherwise provided in a privacy policy (e.g., if applicable law/regulation requires retention for a longer period).

^- You may refuse to give consent to the collection/use of personal data essential for the provision of the services. However, in the case of refusal, you may not use the services.

^Consent for Providing Personal Data to Third Parties

Please see here for further information: www.king.com/ko/TTP-information

^Consent for Overseas Transfer of Personal Data

Please see here for further information: www.king.com/ko/TTP-information"
"Pop_up_tips_title","Tips"
"Run_out_CTAbutton_run","Kör!"
"TPP_00","Consent for the collection/use of personal data"
"TPP_01","Purposes of collection/use: (i) for the provision of services, managing your account and relationship with us, the handling of customer complaint, contacting you, identifying you and your device, provision of customized services, service improvements, promotion of our services, preventing cheating, crime and fraud and as otherwise set out in our Privacy Policy or required by law; and (ii), where you have chosen to allow it interacting with third party social networks and platforms, sending you push notifications and making use of your device’s advertising identifier."
"TPP_02","- Items of personal data collected/used: (i) age, gender, location (country), access time/date, information about the kind of device you use, IP address, information on your use of our services, information you provide us with when you fill in forms when using our services, content of communications between you and King, information automatically collected via cookie/local Storage/session Storage etc.; and (ii) where you have chosen to allow it, a) information shared with us by third party social networks and platforms e.g. your name and ID on that network/platform, your email address, your contact list and profile picture (b) information about your gameplay and use of our games; and (c) your device’s ad identifier."
"TPP_03","- Data retention/use period:  Your personal information will be destroyed without delay once the purposes for which it was collected/used are fulfilled unless otherwise provided in a privacy policy (e.g., if applicable law/regulation requires retention for a longer period)."
"TPP_03_1","- Data retention/use period:  Your personal information will be destroyed without delay"
"TPP_03_2","once the purposes for which it was collected/used are fulfilled"
"TPP_03_3","unless otherwise provided in a privacy policy (e.g., if applicable law/regulation requires retention for a longer period)."
"TPP_04","- You may refuse to give consent to the collection/use of personal data essential for the provision of the services. However, in the case of refusal, you may not use the services."
"TPP_Consent_Checkbox","I consent to the collection/use of my personal data, as set out above.
I consent to the provision of my personal data to third parties.
I consent to the overseas transfer of my personal data."
"TPP_Consent_Checkbox_1","I consent to the collection/use of my personal data, as set out above."
"TPP_Consent_Checkbox_2","I consent to the provision of my personal data to third parties."
"TPP_Consent_Checkbox_3","I consent to the overseas transfer of my personal data."
"TPP_Tittle","Consent for Processing Personal Data"
"TPP_button","Confirm"
"TheLab_ApplePayment_Body","You will receive a confirmation soon"
"TheLab_ApplePayment_Title","Processing transaction"
"Tip_blast","Länka 6 föremål för att skapa en explosion från en slumpmässig färg."
"Tip_blast_title","Explosion"
"Tip_color_blast","Länka 12 föremål för att skapa en färgexplosion."
"Tip_color_blast_title","Färgexplosion"
"Tip_cross_blast","Länka 9 föremål för att skapa en korsexplosion i en slumpmässig färg."
