"1kSurvey_LevelReached","드디어 1000번째 레벨이 왔어요!

전 세계의 많은 분들이 도와주신 덕분에 이 멋진 레벨을 만들 수 있었죠.

분명히 좋아하실 거예요!"
"1kSurvey_Presentation","와우! 이 멋진 여행을 시작한 지 시간이 좀 됐네요.

1,000번째 레벨로 뭐가 좋을지, 당신이 아이디어를 줄 거라 믿어요."
"1kSurvey_PresentationOptOut","아니요, 괜찮아요"
"1kSurvey_Q1","오케이, 시작해 봐요! 어떤 게임 모드를 제일 좋아하시죠?"
"1kSurvey_Q1A1","라인 터치"
"1kSurvey_Q1A2","인형"
"1kSurvey_Q1A3","쥬얼리 상자"
"1kSurvey_Q2A1","짹짹이"
"1kSurvey_Q2A2","폭탄"
"1kSurvey_Q2A3","컬러 폭탄"
"1kSurvey_Q2T1T2T3","흥미롭군요... 그렇다면 제일 좋은 도우미는 누구인가요?"
"1kSurvey_Q3A1","짧은 레벨"
"1kSurvey_Q3A2","긴 레벨"
"1kSurvey_Q3A3","둘 다"
"1kSurvey_Q3T1","저도 짹짹이들 좋아해요! 짧은 레벨과 긴 레벨 중 어느 쪽이 더 좋은가요?"
"1kSurvey_Q3T2","블래스트 화려하죠! 짧은 레벨과 긴 레벨 중 어느 쪽이 더 좋은가요?"
"1kSurvey_Q3T3","이 컬러는 이제 안녕이에요! 짧은 레벨과 긴 레벨 중 어느 쪽이 더 좋은가요?"
"1kSurvey_Q4A1","부스터 만들기"
"1kSurvey_Q4A2","장애물 제거"
"1kSurvey_Q4A3","다이아몬드 모으기"
"1kSurvey_Q4T1T2T3","저도 그래요! 이 레벨에서 제일 좋은 부분은 뭔가요?"
"1kSurvey_Q5A1","리본"
"1kSurvey_Q5A2","꽃"
"1kSurvey_Q5A3","브로치"
"1kSurvey_Q5T1T2T3","전략은 중요하죠! 장애물은 게임을 어렵게 만들어요. 제일 까다로운 장애물은 뭔가요?"
"1kSurvey_Q6A1","향수"
"1kSurvey_Q6A2","중력"
"1kSurvey_Q6A3","자물쇠 & 열쇠"
"1kSurvey_Q6T1T2T3","그거 참 어렵죠! 다음 중 더 재미있는 건 뭔가요?"
"1kSurvey_Thanks","훌륭해요! 도와줘서 고마워요! 

여러분의 좋은 의견을 모아 1000번째 레벨을 멋지게 만들도록 할게요. 

계속 즐겨주세요. 이제 얼마 안 남았어요!"
"3_moves_reminder","이동 3회 남음!"
"5_moves_reminder","이동 5회 남음!"
"Bernadetta_bottles_intro","너만의 향기를 만들어 보렴!"
"Bernadetta_bottles_outro","병을 모두 열어보렴!"
"Bernadetta_box_intro","쥬얼리 상자 안에 다이아몬드가 숨겨져 있단다!"
"Bernadetta_box_outro","상자를 모두 열어보렴!"
"Bernadetta_diamond_intro","아름다운 쥬얼리에는 다이아몬드가 필요하단다!"
"Bernadetta_diamond_outro","해냈구나!"
"Bernadetta_doll_intro","인형 안에 다이아몬드가 숨겨져 있단다!"
"Bernadetta_doll_outro","모두 찾으렴!"
"Bernadetta_hybrid_intro","다이아몬드를 모두 수집해보렴!"
"Bernadetta_hybrid_outro","모두 모았구나!"
"Block.Signin_button","로그인"
"Block_Body","로그인해 게임 시작"
"Block_celebratory_message","로그인했습니다!"
"Block_connectingserver","연결 중"
"Block_welcome","환영합니다!"
"Cheering_text_blast_created","폭탄이 생겼어요!"
"Cheering_text_color_blast_created","오색 폭탄이 생겼어요!"
"Cheering_text_cross_created","십자 폭탄이 생겼어요!"
"Cheering_text_cross_ray_created","십자 광선이 생겼어요!"
"Cheering_text_ray_created","광선이 생겼어요!"
"Cheering_text_star_created","별 폭탄이 생겼어요!"
"Cross_hammer_compensation","죄송합니다, 십자 블래스트 해머가 제거되었습니다!

기존에 구매하신 아이템은 골드로 환불됩니다."
"DDS.IGP.Sunset.Canvas.Body","이 게임은 31/03/22부터 Facebook에서 더 이상 플레이할 수 없지만 Android 또는 iOS에서 모바일 버전은 계속 플레이할 수 있습니다."
"DiDS.IGP.Sunset.Canvas.Download","무료 다운로드"
"DiDS.IGP.Sunset.Canvas.QRCode","휴대전화로 QR 코드를 스캔해 게임을 무료로 다운로드하세요."
"Hint_Bottles_mode","병을 이으세요!"
"Hint_Box_mode","상자를 이으세요!"
"Hint_Diamond_mode","다이아몬드 아래를 이으세요!"
"Hint_Dolls_mode","인형을 이으세요!"
"Level","레벨 {0}"
"NEW_KEY_1","개인정보 제3자 제공에 대한 동의

자세한 정보는 다음 페이지를 참조하시기 바랍니다: www.king.com/ko/TTP-information"
"NEW_KEY_2","개인정보 국외이전에 대한 동의

자세한 정보는 다음 페이지를 참조하시기 바랍니다: www.king.com/ko/TTP-information"
"PP_Title","개인정보 처리방침"
"PP_whole_text","개인정보 수집/이용에 대한 동의

개인정보 수집/이용 목적: (i) 서비스 제공, 이용자 계정 관리, 이용자와의 관계 관리, 이용자 불만 처리, 이용자와의 연락, 이용자 및 이용자의 기기 식별, 맞춤서비스 제공, 서비스 개선, 회사 서비스 및 관련 제품의 마케팅 및 홍보, 부정행위나 범죄, 사기 방지, 및 기타 개인정보 취급방침에 기재되어 있거나 법이 요구하는 목적; 및 (ii) 이용자가 허용하기로 정한 경우, 제3자 소셜 네트워크 및 플랫폼과의 연동/상호작용, 푸시 알림 전송, 이용자 기기의 광고 식별자 이용 목적

^- 수집/이용하려는 개인정보의 항목: (i) 나이, 성별, 지역(국가), 접속시간/일자, 이용자가 사용하는 기기의 종류에 관한 정보, IP주소, 서비스 이용 내역 정보, 서비스 이용 시 이용자가 일정한 양식에 기입하여 회사에 제공한 정보, 이용자와 회사 간의 의사소통 내용, 쿠키/ localStorage/sessionStorage 등을 통해 자동적으로 수집되는 정보; 및 (ii) 이용자가 허용하기로 정한 경우, (a) 이용자의 이름, 소셜 네트워크/플랫폼 ID, 이메일 주소, 연락처 목록, 프로필사진 등과 같이 제3자 소셜 네트워크 및 플랫폼이 회사와 공유하는 정보; (b) 이용자의 게임 플레이 및 회사 게임 이용에 관한 정보; 및 (c) 이용자 기기의 광고식별자

^- 개인정보의 보유 및 이용 기간:
개인정보 처리방침에 규정된 경우를 제외하고(예. 관련 법령에서 더 오랜 기간의 보존을 요구한 경우 등),
이용자의 개인정보는 그 수집·이용 목적이 달성되는 때 즉시 파기됩니다.

^- 이용자는 개인정보 수집/이용에 동의하지 않을 권리가 있으나 동의하지 않는 경우 서비스를 이용하지 못할 수 있습니다.

^개인정보 제3자 제공에 대한 동의

자세한 정보는 다음 페이지를 참조하시기 바랍니다: www.king.com/ko/TTP-information

^개인정보 국외이전에 대한 동의

자세한 정보는 다음 페이지를 참조하시기 바랍니다: www.king.com/ko/TTP-information"
"Pop_up_tips_title","팁"
"Run_out_CTAbutton_run","달려요!"
"TPP_00","개인정보 수집/이용에 대한 동의"
"TPP_01","개인정보 수집/이용 목적: (i) 서비스 제공, 이용자 계정 관리, 이용자와의 관계 관리, 이용자 불만 처리, 이용자와의 연락, 이용자 및 이용자의 기기 식별, 맞춤서비스 제공, 서비스 개선, 회사 서비스 및 관련 제품의 마케팅 및 홍보, 부정행위나 범죄, 사기 방지, 및 기타 개인정보 취급방침에 기재되어 있거나 법이 요구하는 목적; 및 (ii) 이용자가 허용하기로 정한 경우, 제3자 소셜 네트워크 및 플랫폼과의 연동/상호작용, 푸시 알림 전송, 이용자 기기의 광고 식별자 이용 목적"
"TPP_02","- 수집/이용하려는 개인정보의 항목: (i) 나이, 성별, 지역(국가), 접속시간/일자, 이용자가 사용하는 기기의 종류에 관한 정보, IP주소, 서비스 이용 내역 정보, 서비스 이용 시 이용자가 일정한 양식에 기입하여 회사에 제공한 정보, 이용자와 회사 간의 의사소통 내용, 쿠키/ localStorage/sessionStorage 등을 통해 자동적으로 수집되는 정보; 및 (ii) 이용자가 허용하기로 정한 경우, (a) 이용자의 이름, 소셜 네트워크/플랫폼 ID, 이메일 주소, 연락처 목록, 프로필사진 등과 같이 제3자 소셜 네트워크 및 플랫폼이 회사와 공유하는 정보; (b) 이용자의 게임 플레이 및 회사 게임 이용에 관한 정보; 및 (c) 이용자 기기의 광고식별자"
"TPP_03","- 개인정보의 보유 및 이용 기간: 개인정보 처리방침에 규정된 경우를 제외하고(예. 관련 법령에서 더 오랜 기간의 보존을 요구한 경우 등), 이용자의 개인정보는 그 수집·이용 목적이 달성되는 때 즉시 파기됩니다."
"TPP_03_1","- 개인정보의 보유 및 이용 기간:"
"TPP_03_2","개인정보 처리방침에 규정된 경우를 제외하고(예. 관련 법령에서 더 오랜 기간의 보존을 요구한 경우 등),"
"TPP_03_3","이용자의 개인정보는 그 수집·이용 목적이 달성되는 때 즉시 파기됩니다."
"TPP_04","- 이용자는 개인정보 수집/이용에 동의하지 않을 권리가 있으나 동의하지 않는 경우 서비스를 이용하지 못할 수 있습니다."
"TPP_Consent_Checkbox","본인은 이상의 내용과 같이 본인의 개인정보 수집/이용하는 것에 동의합니다.
본인은 본인의 개인정보 제3자 제공에 동의합니다.
본인은 본인의 개인정보 국외이전에 동의합니다."
"TPP_Consent_Checkbox_1","본인은 이상의 내용과 같이 본인의 개인정보 수집/이용하는 것에 동의합니다."
"TPP_Consent_Checkbox_2","본인은 본인의 개인정보 제3자 제공에 동의합니다."
"TPP_Consent_Checkbox_3","본인은 본인의 개인정보 국외이전에 동의합니다."
"TPP_Tittle","개인정보 처리에 대한 동의"
"TPP_button","확인"
"TheLab_ApplePayment_Body","You will receive a confirmation soon"
"TheLab_ApplePayment_Title","Processing transaction"
"Tip_blast","원석 6개를 이어 폭탄을 만드세요."
"Tip_blast_title","폭탄"
"Tip_color_blast","원석 12개를 이어 오색 폭탄을 만드세요."
"Tip_color_blast_title","오색 폭탄"
"Tip_cross_blast","원석 9개를 이어 십자를 만드세요."
"Tip_cross_blast_title","십자 폭탄"
"Tip_cross_ray_random","원석 9개를 이어 십자 광선을 만드세요."
"Tip_cross_ray_random_title","십자 광선"
"Tip_linking","원석을 3개 이상 이으세요."
"Tip_linking_title","원석 3개를 이으세요."
"Tip_long_link","길게 이으면 특별한 파워가 생성돼요!"
"Tip_longer_link","더 길게 이을수록 파워도 더 강해져요!"
"Tip_ray_sequential","원석 6개를 이어 가로 또는 세로 광선을 만드세요."
"Tip_ray_title","광선"
"Tip_star_ray_random","원석 12개를 이어 별 폭탄을 만드세요."
"Tip_star_ray_random_title","별 폭탄"
"Tips_Dolls_Title","인형"
"Tips_Not_Discovered","계속 플레이해서 더 많은 팁을 얻으세요."
"Tips_aiming","이어진 부분을 따라 파워를 이동할 수 있어요."
"Tips_aiming_title","조준"
"Tips_bird","빛나는 원석을 이어 짹짹이 친구를 풀어주세요."
"Tips_bird_title","짹짹이"
"Tips_bottles","서로 이어 병을 여세요. "
"Tips_bottles_title","병"
"Tips_boxes","서로 이어 쥬얼리 상자를 여세요."
"Tips_boxes_title","상자"
"Tips_cancelling","잇기를 취소하려면 손가락으로 슬라이드하세요."
"Tips_cancelling_title","잇기 취소"
"Tips_cross_ray_sequencial_title","십자 광선"
"Tips_diamond","다이아몬드를 줄에 이어 목걸이를 만드세요."
"Tips_diamond_title","다이아몬드"
"Tips_dolls","같은 색 원석과 이어 인형을 여세요."
"Tips_ray_cross_sequencial","원석 9개를 이어 십자 광선을 만드세요."
"Tips_ray_random","원석 6개를 이어 광선을 만드세요."
"Tips_ray_random_title","광선"
"Tips_star_ray_sequencial","원석 12개를 이어 별 폭탄을 만드세요."
"Tips_star_ray_sequential_title","별 폭탄"
"ToS_00","한국에 거주하는 이용자들에 대한 서비스 약관"
"ToS_01","1. 본 이용약관에 대하여"
"ToS_01.1","1.1 본 약관은 이용자(\"이용자\")의 King 게임(\"게임\") 다운로드, 접속 및/또는 사용과 관련하여 이용자와 등록번호 C42504로 Aragon Business Centre Level 4, Dragonara Road, St Julians STJ3140, Malta에 위치한 King.com Limited(\"본사\") 사이에 체결되는 법적 계약입니다. 본 약관은 고객 지원, 소셜 미디어, 커뮤니티 채널, 그리고 본사가 비정기적으로 운영할 수 있는 기타 웹 사이트(본 약관에서는 모든 본사의 게임 및 기타 서비스를 \"서비스\"로 총칭함)와 관련하여 본사가 제공할 수 있는 기타 모든 서비스에도 적용됩니다. 이용자는 본사의 서비스를 다운로드 및/또는 접속하는 경우 본 약관과 본사의 개인정보 취급방침(아래 제10조 참조)에 동의하는 것이 된다는 점에 동의합니다. 본 약관 또는 약관의 향후 갱신된 버전에 동의하지 않는 경우 본사의 서비스를 접속 및/또는 사용하지 않아야 하며 모든 서비스 접속 및/또는 사용을 중지해야 합니다. 본사에서 향후 본 약관을 업데이트하여 이용자가 갱신된 약관에 별도로 동의해야 하는 경우 해당 약관에 동의할 때까지는 서비스를 계속 사용할 수 없습니다."
"ToS_01.2","1.2 본 약관은 한국에 거주하는 이용자들에게 적용되며, 이용자가 다른 국가에 거주하는 경우 다른 약관이 이용자에게 적용됩니다. 이용자는 https://king.com/termsAndConditions를 방문해서 이용자가 거주하는 국가에 해당하는 언어를 선택하여 언제든지 본 약관을 비롯한 본사 약관의 모든 국가별 버전에 대한 최신 업데이트를 열람할 수 있습니다."
"ToS_01.3","1.3 이용자는 본인이 최소한 14세 이상이고, 이용자가 14세에서 19세 사이인 경우 이용자의 법적 보호자가 본 약관을 검토하였고 이용자의 본사 서비스 접속 및/또는 사용에 동의한다는 점에 동의합니다."
"ToS_01.4","1.4 본사는 아래 제14조에 따라 언제든지 본 약관을 변경할 수 있으며, 이용자가 본사의 서비스를 계속 사용하는 것은 이용자가 갱신된 약관에 동의하는 것으로 확인합니다."
"ToS_02","2. 서비스 접속 및 사용"
"ToS_02.1","2.1 각 게임에 대한 특정 게임 규칙, 점수 획득 규칙, 조작법 및 가이드라인은 게임 자체 내에서 확인할 수 있습니다. 이러한 게임 규칙, 점수 획득 규칙, 조작법 및 가이드라인은 본 약관의 일부를 구성하며, 이용자는 접속 및/또는 사용하는 개별 게임에 관해서 해당 약관을 준수할 것임에 동의합니다."
"ToS_02.2","2.2 이용자는 본사 서비스 접속 및/또는 사용 중에 발생할 수 있는 인터넷 연결 및/또는 모바일 요금에 대한 책임을 집니다. 발생할 수 있는 요금을 모르는 경우에는 게임을 사용하기 전에 이용자의 무선통신사업자 또는 인터넷 서비스 제공업체에 문의해야 합니다."
"ToS_02.3","2.3 본사는 아래와 같은 이유로 이용자에 대한 책임 없이 수시로 하나 이상의 본사 서비스(전부 또는 일부)를 철회 또는 수정할 권리를 보유합니다.
-	기술적 이유(본사 혹은 인터넷상에서 발생하는 기술적 문제 등)
-	사용자 환경의 개선을 위해 필요한 경우
-	타당한 법적 이유가 있는 경우(개인정보 보호, 데이터 보호 또는 본사 서비스의 콘텐츠 또는 실행과 관련된 기타 법률상의 문제)
-	본사가 관련 서비스를 제공하는 것이 사업적으로 더는 타당하지 않은 경우
-	본사가 제공하는 서비스가 변경된 경우"
"ToS_02.4","2.4 아울러 기술 또는 유지 관리상의 이유로 인해 일정 계획 여부와 관계없이 본사의 서비스 전부 또는 일부를 제공할 수 없는 상황이 발생할 수 있습니다."
"ToS_03","3. 계정"
"ToS_03.1","3.1 이용자는 본사 서비스를 사용할 때 본사의 계정을 만들 수 있으며 때에 따라서는 만들어야 할 수 있습니다. 이용자는 본사의 계정을 만드는 경우 본인의 로그인 세부 정보를 보호하고 비밀을 유지하는 데 필요한 모든 조처를 한다는 것에 동의합니다."
"ToS_03.2","3.2 이용자는 타인에게 자신의 로그인 세부 정보를 제공하거나 타인으로 하여금 자신의 로그인 세부 정보 또는 계정을 사용하도록 해서는 안 된다는 점에 대해 동의합니다."
"ToS_03.3","3.3 본 약관에서 언급되는 \"로그인 세부 정보\" 또는 \"계정\"에는 이용자가 본사의 서비스가 상호 작용하도록 허용하는 일체의 소셜 네트워크에 대한 이용자의 로그인 세부 정보 및 계정이 포함됩니다."
