"1kSurvey_LevelReached","第 1000 關終於完成了！

有了你和全世界傑出珠寶匠的意見，我們才能做出這個讓人眼睛一亮的關卡。

我相信你一定會很喜歡這關！"
"1kSurvey_Presentation","哇呼！你在這趟美妙旅程開始之後也過了一段時間了。

我相信你的心中應該已經有第 1000 關的樣子了吧…"
"1kSurvey_PresentationOptOut","不用了，謝謝"
"1kSurvey_Q1","太棒了！那我們開始吧！你最喜歡哪一種遊戲模式？"
"1kSurvey_Q1A1","抵達終點線"
"1kSurvey_Q1A2","寶盒娃娃"
"1kSurvey_Q1A3","珠寶盒"
"1kSurvey_Q2A1","魔術小鳥"
"1kSurvey_Q2A2","爆破光暈"
"1kSurvey_Q2A3","色彩爆破"
"1kSurvey_Q2T1T2T3","太有趣了…那你覺得哪種工具在關卡中最有用呢？"
"1kSurvey_Q3A1","短關卡"
"1kSurvey_Q3A2","長關卡"
"1kSurvey_Q3A3","兩者皆是"
"1kSurvey_Q3T1","我也喜歡這些小鳥！你喜歡可以在短時間內過關的關卡，或是比較長的關卡？"
"1kSurvey_Q3T2","繽紛的爆炸！你喜歡可以在短時間內過關的關卡，或是比較長的關卡？"
"1kSurvey_Q3T3","和同一種顏色說再見！你喜歡可以在短時間內過關的關卡，或是比較長的關卡？"
"1kSurvey_Q4A1","產生魔法道具"
"1kSurvey_Q4A2","消除障礙物"
"1kSurvey_Q4A3","收集鑽石"
"1kSurvey_Q4T1T2T3","我也是！你在闖關時最喜歡的遊戲內容是？"
"1kSurvey_Q5A1","緞帶"
"1kSurvey_Q5A2","花朵"
"1kSurvey_Q5A3","胸針"
"1kSurvey_Q5T1T2T3","你的想法很有策略性喔！關卡中的障礙物的確讓人苦惱…你覺得哪種障礙物最難解？"
"1kSurvey_Q6A1","香水"
"1kSurvey_Q6A2","重力"
"1kSurvey_Q6A3","鑰匙和鎖"
"1kSurvey_Q6T1T2T3","那真的很難解！你覺得遊戲中的哪種特色最有趣？"
"1kSurvey_Thanks","太棒了！感謝你的意見！

集合了你和其他傑出珠寶匠的意見，一定能讓第 1000 關有聲有色。

請繼續挑戰吧，就差幾步了！"
"3_moves_reminder","還剩 3 步！"
"5_moves_reminder","還剩 5 步！"
"Bernadetta_bottles_intro","打開瓶子，看看會發生什麼事！"
"Bernadetta_bottles_outro","打開所有香水瓶！"
"Bernadetta_box_intro","鑽石都藏在珠寶盒裡！"
"Bernadetta_box_outro","打開所有珠寶盒！"
"Bernadetta_diamond_intro","事不宜遲！開始收集鑽石吧！"
"Bernadetta_diamond_outro","你辦到了！"
